family,model,parameter_count,log10_params,mode,k,k_frac,energy_retained,mknn,mknn_dense,mknn_full_ridge,lift,lift_frac_of_full
convnext,official_legacy_cross_convnext_base,89000000,7.949390006644912,rank,8,0.0078125,0.5766957141723377,0.030302105584375953,0.019743667989014342,0.045437900518767164,0.010558437595361611,0.41092636579572445
convnext,official_legacy_cross_convnext_base,89000000,7.949390006644912,rank,16,0.015625,0.706420122461546,0.03921269453768691,0.019743667989014342,0.045437900518767164,0.019469026548672566,0.7577197149643705
convnext,official_legacy_cross_convnext_base,89000000,7.949390006644912,rank,32,0.03125,0.8117223543870911,0.04293561184009765,0.019743667989014342,0.045437900518767164,0.023191943851083308,0.9026128266033254
convnext,official_legacy_cross_convnext_base,89000000,7.949390006644912,rank,64,0.0625,0.8934970548865999,0.043698504729935916,0.019743667989014342,0.045437900518767164,0.023954836740921574,0.9323040380047506
convnext,official_legacy_cross_convnext_base,89000000,7.949390006644912,rank,128,0.125,0.9503132579601035,0.04470552334452243,0.019743667989014342,0.045437900518767164,0.024961855355508086,0.9714964370546318
convnext,official_legacy_cross_convnext_base,89000000,7.949390006644912,rank,256,0.25,0.9845769214774986,0.04525480622520598,0.019743667989014342,0.045437900518767164,0.02551113823619164,0.9928741092636579
convnext,official_legacy_cross_convnext_base,89000000,7.949390006644912,rank,1024,1.0,1.0,0.045437900518767164,0.019743667989014342,0.045437900518767164,0.025694232529752822,1.0
convnext,official_legacy_cross_convnext_base,89000000,7.949390006644912,energy,6,0.005859375,0.5,0.024382056759231004,0.019743667989014342,0.045437900518767164,0.0046383887702166615,0.18052256532066507
convnext,official_legacy_cross_convnext_base,89000000,7.949390006644912,energy,21,0.0205078125,0.75,0.0411962160512664,0.019743667989014342,0.045437900518767164,0.02145254806225206,0.834916864608076
convnext,official_legacy_cross_convnext_base,89000000,7.949390006644912,energy,69,0.0673828125,0.9,0.04379005187671651,0.019743667989014342,0.045437900518767164,0.024046383887702166,0.9358669833729216
convnext,official_legacy_cross_convnext_base,89000000,7.949390006644912,energy,128,0.125,0.95,0.04470552334452243,0.019743667989014342,0.045437900518767164,0.024961855355508086,0.9714964370546318
